SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW)
7/3/2024 20:35,112,0,0.32
7/3/2024 20:41,112,0,0.33
7/3/2024 20:46,112,0,0.32
7/3/2024 20:51,112,0,0.32
7/3/2024 20:56,112,0,0.33
7/3/2024 21:01,112,0,0.33
7/3/2024 21:06,112,0,0.33
7/3/2024 21:12,112,0,0.32
7/3/2024 21:17,112,0,0.28
7/3/2024 21:24,112,0,0.26
7/3/2024 21:28,112,0,0.27
7/3/2024 21:34,112,0,0.27
7/3/2024 21:39,112,0,0.27
7/3/2024 21:44,112,0,0.27
7/3/2024 21:49,112,0,0.27
7/3/2024 21:55,112,0,0.27
7/3/2024 22:00,112,0,0.28
7/3/2024 22:05,112,0,0.28
7/3/2024 22:10,112,0,0.27
7/3/2024 22:15,112,0,0.27
7/3/2024 22:20,112,0,0.29
7/3/2024 22:27,112,0,0.3
7/3/2024 22:32,112,0,0.29
7/3/2024 22:37,112,0,0.28
7/3/2024 22:42,112,0,0.29
7/3/2024 22:48,112,0,0.3
7/3/2024 22:53,112,0,0.3
7/3/2024 22:58,112,0,0.28
7/3/2024 23:03,112,0,0.28
7/3/2024 23:08,112,0,0.28
7/3/2024 23:13,112,0,0.27
7/3/2024 23:20,112,0,0.28
7/3/2024 23:25,112,0,0.28
7/3/2024 23:30,112,0,0.29
7/3/2024 23:36,112,0,0.29
7/3/2024 23:41,112,0,0.29
7/3/2024 23:46,112,0,0.29
7/3/2024 23:51,112,0,0.27
7/3/2024 23:57,112,0,0.28
7/4/2024 0:02,112,0,0.27
7/4/2024 0:07,112,0,0.27
7/4/2024 0:12,112,0,0.27
7/4/2024 0:18,112,0,0.27
7/4/2024 0:24,112,0,0.26
7/4/2024 0:29,112,0,0.26
7/4/2024 0:35,112,0,0.26
7/4/2024 0:40,112,0,0.26
7/4/2024 0:45,112,0,0.27
7/4/2024 0:50,112,0,0.26
7/4/2024 0:55,112,0,0.26
7/4/2024 1:00,112,0,0.27
7/4/2024 1:05,112,0,0.28
7/4/2024 1:10,112,0,0.27
7/4/2024 1:16,112,0,0.3
7/4/2024 1:22,112,0,0.3
7/4/2024 1:27,112,0,0.29
7/4/2024 1:32,112,0,0.3
7/4/2024 1:38,112,0,0.3
7/4/2024 1:43,112,0,0.29
7/4/2024 1:48,112,0,0.3
7/4/2024 1:53,112,0,0.3
7/4/2024 1:58,112,0,0.29
7/4/2024 2:04,112,0,0.3
7/4/2024 2:09,112,0,0.3
7/4/2024 2:15,112,0,0.3
7/4/2024 2:20,112,0,0.3
7/4/2024 2:26,112,0,0.29
7/4/2024 2:31,112,0,0.3
7/4/2024 2:36,112,0,0.3
7/4/2024 2:41,112,0,0.29
7/4/2024 2:47,112,0,0.27
7/4/2024 2:52,112,0,0.28
7/4/2024 2:57,112,0,0.28
7/4/2024 3:02,112,0,0.29
7/4/2024 3:08,112,0,0.28
7/4/2024 3:13,112,0,0.29
7/4/2024 3:20,112,0,0.29
7/4/2024 3:25,112,0,0.28
7/4/2024 3:30,112,0,0.28
7/4/2024 3:35,112,0,0.29
7/4/2024 3:40,112,0,0.28
7/4/2024 3:46,112,0,0.29
7/4/2024 3:51,112,0,0.28
7/4/2024 3:56,112,0,0.3
7/4/2024 4:01,112,0,0.29
7/4/2024 4:06,112,0,0.29
7/4/2024 4:12,112,0,0.29
7/4/2024 4:17,112,0,0.28
7/4/2024 4:22,112,0,0.3
7/4/2024 4:28,112,0,0.3
7/4/2024 4:34,112,0,0.29
7/4/2024 4:39,112,0,0.3
7/4/2024 4:44,112,0,0.31
7/4/2024 4:49,112,0,0.29
7/4/2024 4:54,112,0,0.29
7/4/2024 4:59,112,0,0.3
7/4/2024 5:05,112,0,0.3
7/4/2024 5:10,112,0,0.31
7/4/2024 5:15,112,0,0.29
7/4/2024 5:20,112,0,0.3
7/4/2024 5:27,112,0,0.3
7/4/2024 5:32,112,0,0.3
7/4/2024 5:37,112,0,0.29
7/4/2024 5:42,112,0,0.29
7/4/2024 5:47,112,0,0.3
7/4/2024 5:53,112,0,0.3
7/4/2024 5:58,112,0,0.28
7/4/2024 6:02,144,0,0.29
7/4/2024 6:03,147,0,0.29
7/4/2024 6:05,145,-0.1,
7/4/2024 6:06,147,0,0.29
7/4/2024 6:08,147,0,0.29
7/4/2024 6:09,150,0,0.29
7/4/2024 6:11,150,-0.1,
7/4/2024 6:12,147,0,0.29
7/4/2024 6:14,148,0,0.3
7/4/2024 6:18,145,0,0.28
7/4/2024 6:19,146,0,0.3
7/4/2024 6:20,148,0,0.29
7/4/2024 6:21,147,0,0.3
7/4/2024 6:23,161,-0.1,
7/4/2024 6:26,150,0,0.29
7/4/2024 6:28,149,0,0.3
7/4/2024 6:29,149,0,0.29
7/4/2024 6:32,152,0,0.3
7/4/2024 6:33,152,-0.1,
7/4/2024 6:35,153,0.1,0.31
7/4/2024 6:36,153,-0.1,
7/4/2024 6:38,155,-0.1,
7/4/2024 6:39,155,0.1,0.3
7/4/2024 6:41,157,-0.1,
7/4/2024 6:42,155,0.1,0.31
7/4/2024 6:43,156,0.1,0.3
7/4/2024 6:46,157,0.1,0.3
7/4/2024 6:48,156,0.1,0.3
7/4/2024 6:49,155,0.1,0.3
7/4/2024 6:50,153,0.1,0.3
7/4/2024 6:52,155,0.1,0.3
7/4/2024 6:53,156,0.1,0.32
7/4/2024 6:55,155,0.1,0.3
7/4/2024 6:56,159,0.1,0.3
7/4/2024 6:58,156,0.1,0.29
7/4/2024 6:59,155,0.1,0.31
7/4/2024 7:00,157,0.1,0.31
7/4/2024 7:03,158,0.1,0.31
7/4/2024 7:05,159,0.1,0.3
7/4/2024 7:06,157,0.1,0.31
7/4/2024 7:08,158,0.1,0.32
7/4/2024 7:10,156,0.1,0.32
7/4/2024 7:12,156,0.1,0.34
7/4/2024 7:14,155,-0.1,
7/4/2024 7:15,155,0.1,0.35
7/4/2024 7:16,157,0.1,0.34
7/4/2024 7:18,160,0.1,0.34
7/4/2024 7:19,158,0.1,0.34
7/4/2024 7:20,157,0.1,0.33
7/4/2024 7:24,156,0.2,0.33
7/4/2024 7:26,158,-0.1,
7/4/2024 7:28,156,0.2,0.32
7/4/2024 7:29,158,0.2,0.33
7/4/2024 7:30,155,0.2,0.35
7/4/2024 7:32,158,-0.1,
7/4/2024 7:33,160,-0.1,
7/4/2024 7:35,159,-0.1,
7/4/2024 7:37,159,0.2,0.34
7/4/2024 7:39,162,0.2,0.34
7/4/2024 7:40,162,0.2,0.34
7/4/2024 7:41,159,0.2,0.35
7/4/2024 7:45,162,0.2,0.34
7/4/2024 7:46,159,0.2,0.35
7/4/2024 7:47,160,0.2,0.35
7/4/2024 7:50,160,0.2,0.38
7/4/2024 7:51,162,0.2,0.38
7/4/2024 7:53,162,-0.1,
7/4/2024 7:56,162,-0.1,
7/4/2024 7:58,164,0.2,0.4
7/4/2024 7:59,161,0.2,0.37
7/4/2024 8:02,161,-0.1,
7/4/2024 8:03,164,0.2,0.34
7/4/2024 8:05,163,0.2,0.35
7/4/2024 8:07,163,0.2,0.31
7/4/2024 8:09,165,0.3,0.32
7/4/2024 8:10,162,0.3,0.32
7/4/2024 8:13,163,0.3,0.32
7/4/2024 8:15,164,0.3,0.34
7/4/2024 8:16,160,0.3,0.34
7/4/2024 8:18,162,0.3,0.35
7/4/2024 8:19,160,0.3,0.36
7/4/2024 8:21,163,0.3,0.35
7/4/2024 8:22,161,0.3,0.34
7/4/2024 8:26,162,0.3,0.35
7/4/2024 8:28,159,0.3,0.34
7/4/2024 8:29,159,-0.1,
7/4/2024 8:32,161,-0.1,
7/4/2024 8:33,160,0.3,0.35
7/4/2024 8:34,159,0.3,0.35
7/4/2024 8:36,157,0.3,0.34
7/4/2024 8:37,159,0.3,0.35
7/4/2024 8:38,159,0.3,0.34
7/4/2024 8:40,160,-0.1,
7/4/2024 8:43,155,0.3,0.34
7/4/2024 8:44,156,0.3,0.36
7/4/2024 8:45,153,-0.1,
7/4/2024 8:49,153,-0.1,
7/4/2024 8:50,151,0.3,0.35
7/4/2024 8:51,151,0.3,0.34
7/4/2024 8:53,153,0.3,0.36
7/4/2024 8:54,150,-0.1,
7/4/2024 8:57,150,0.4,0.35
7/4/2024 8:59,151,-0.1,
7/4/2024 9:00,153,0.4,0.34
7/4/2024 9:02,150,0.4,0.32
7/4/2024 9:03,152,0.4,0.34
7/4/2024 9:04,151,0.4,0.34
7/4/2024 9:05,152,0.4,0.33
7/4/2024 9:09,152,0.4,0.34
7/4/2024 9:10,151,0.4,0.33
7/4/2024 9:11,154,0.4,0.32
7/4/2024 9:13,151,0.4,0.33
7/4/2024 9:14,152,0.4,0.32
7/4/2024 9:17,152,-0.1,
7/4/2024 9:18,154,-0.1,
7/4/2024 9:20,153,0.4,0.34
7/4/2024 9:21,155,0.4,0.35
7/4/2024 9:23,156,0.4,0.36
7/4/2024 9:24,156,-0.1,
7/4/2024 9:27,154,-0.1,
7/4/2024 9:28,156,0.4,0.38
7/4/2024 9:30,155,0.4,0.37
7/4/2024 9:32,155,0.4,0.37
7/4/2024 9:34,154,0.4,0.37
7/4/2024 9:35,153,-0.1,
7/4/2024 9:39,153,0.4,0.36
7/4/2024 9:40,154,0.4,0.36
7/4/2024 9:42,152,0.4,0.37
7/4/2024 9:43,153,0.4,0.37
7/4/2024 9:44,151,-0.1,
7/4/2024 9:46,152,0.5,0.37
7/4/2024 9:47,152,0.5,0.37
7/4/2024 9:49,153,0.5,0.36
7/4/2024 9:50,154,0.5,0.37
7/4/2024 9:52,153,0.5,0.38
7/4/2024 9:53,152,-0.1,
7/4/2024 9:56,151,0.5,0.37
7/4/2024 9:57,155,0.5,0.36
7/4/2024 9:58,154,0.5,0.37
7/4/2024 10:00,152,-0.1,
7/4/2024 10:01,153,0.5,0.36
7/4/2024 10:02,151,0.5,0.38
7/4/2024 10:03,148,0.5,0.37
7/4/2024 10:07,153,-0.1,
7/4/2024 10:08,158,0.5,0.39
7/4/2024 10:10,159,0.5,0.38
7/4/2024 10:13,159,0.5,0.4
7/4/2024 10:14,160,0.5,0.37
7/4/2024 10:16,161,0.5,0.38
7/4/2024 10:17,164,-0.1,
7/4/2024 10:19,165,0.5,0.4
7/4/2024 10:20,165,-0.1,
7/4/2024 10:22,162,0.5,0.39
7/4/2024 10:23,165,0.5,0.4
7/4/2024 10:26,165,0.5,0.39
7/4/2024 10:29,165,-0.1,
7/4/2024 10:30,163,0.5,0.4
7/4/2024 10:31,164,0.5,0.38
7/4/2024 10:32,162,0.5,0.36
7/4/2024 10:34,159,0.5,0.36
7/4/2024 10:37,182,0.6,0.37
7/4/2024 10:38,156,0.6,0.36
7/4/2024 10:39,154,0.6,0.36
7/4/2024 10:43,158,0.6,0.37
7/4/2024 10:44,158,0.6,0.35
7/4/2024 10:45,157,0.6,0.36
7/4/2024 10:48,251,-0.1,
7/4/2024 10:50,159,0.6,0.37
7/4/2024 10:51,157,0.6,0.37
7/4/2024 10:52,156,0.6,0.36
7/4/2024 10:53,159,0.6,0.38
7/4/2024 10:57,160,0.6,0.41
7/4/2024 10:58,160,0.6,0.39
7/4/2024 10:59,160,0.6,0.4
7/4/2024 11:03,163,0.6,0.39
7/4/2024 11:04,162,0.6,0.63
7/4/2024 11:05,161,0.6,0.39
7/4/2024 11:09,166,-0.1,
7/4/2024 11:10,167,0.6,0.42
7/4/2024 11:11,168,0.6,0.41
7/4/2024 11:12,165,0.6,0.42
7/4/2024 11:14,166,-0.1,
7/4/2024 11:17,164,-0.1,
7/4/2024 11:18,163,0.6,0.43
7/4/2024 11:20,163,0.7,0.43
7/4/2024 11:21,163,0.7,0.43
7/4/2024 11:22,160,0.7,0.44
7/4/2024 11:26,162,0.7,0.45
7/4/2024 11:28,164,-0.1,
7/4/2024 11:30,159,0.7,0.53
7/4/2024 11:31,162,0.7,0.54
7/4/2024 11:33,160,0.7,0.46
7/4/2024 11:34,160,-0.1,
7/4/2024 11:35,160,-0.1,
7/4/2024 11:37,159,-0.1,
7/4/2024 11:38,158,0.7,0.44
7/4/2024 11:40,157,0.7,0.43
7/4/2024 11:41,211,-0.1,
7/4/2024 11:43,161,-0.1,
7/4/2024 11:44,160,-0.1,
7/4/2024 11:46,163,0.7,0.43
7/4/2024 11:47,162,0.7,0.43
7/4/2024 11:49,162,0.7,0.41
7/4/2024 11:51,161,0.7,0.42
7/4/2024 11:52,160,0.7,0.42
7/4/2024 11:54,157,0.7,0.44
7/4/2024 11:55,153,0.7,0.42
7/4/2024 11:58,148,0.7,0.41
7/4/2024 11:59,149,0.7,0.42
7/4/2024 12:01,146,-0.1,
7/4/2024 12:06,149,0.7,0.51
7/4/2024 12:09,165,0.8,0.48
7/4/2024 12:11,169,-0.1,
7/4/2024 12:12,168,0.8,0.48
7/4/2024 12:15,167,0.8,0.51
7/4/2024 12:16,170,0.8,0.52
7/4/2024 12:17,165,0.8,0.54
7/4/2024 12:22,163,0.8,0.54
7/4/2024 12:23,162,0.8,0.53
7/4/2024 12:24,155,0.8,0.53
7/4/2024 12:28,155,-0.1,
7/4/2024 12:30,155,0.8,0.54
7/4/2024 12:31,157,0.8,0.52
7/4/2024 12:34,158,-0.1,
7/4/2024 12:35,159,0.8,0.5
7/4/2024 12:37,163,-0.1,
7/4/2024 12:38,165,0.8,0.51
7/4/2024 12:40,163,0.8,0.5
7/4/2024 12:42,164,0.8,0.49
7/4/2024 12:43,162,0.8,0.48
7/4/2024 12:45,159,-0.1,
7/4/2024 12:46,160,0.8,0.47
7/4/2024 12:48,161,0.8,0.47
7/4/2024 12:51,159,0.8,0.42
7/4/2024 12:52,161,0.8,0.42
7/4/2024 12:54,159,0.8,0.42
7/4/2024 12:55,161,-0.1,
7/4/2024 12:56,160,0.9,0.41
7/4/2024 12:58,160,0.9,0.45
7/4/2024 12:59,162,-0.1,
7/4/2024 13:03,161,-0.1,
7/4/2024 13:04,159,0.9,0.49
7/4/2024 13:05,154,0.9,0.5
7/4/2024 13:08,152,0.9,0.5
7/4/2024 13:09,151,0.9,0.48
7/4/2024 13:11,150,-0.1,
7/4/2024 13:12,151,0.9,0.46
7/4/2024 13:13,151,0.9,0.5
7/4/2024 13:17,153,0.9,0.5
7/4/2024 13:18,152,0.9,0.51
7/4/2024 13:19,153,0.9,0.5
7/4/2024 13:24,154,-0.1,
7/4/2024 13:25,154,0.9,0.5
7/4/2024 13:26,152,0.9,0.5
7/4/2024 13:27,156,0.9,0.5
7/4/2024 13:29,161,0.9,0.5
7/4/2024 13:32,159,-0.1,
7/4/2024 13:33,162,0.9,0.49
7/4/2024 13:35,165,0.9,0.49
7/4/2024 13:36,165,0.9,0.48
7/4/2024 13:37,165,0.9,0.49
7/4/2024 13:40,163,0.9,0.49
7/4/2024 13:42,164,0.9,0.49
7/4/2024 13:43,162,1,0.49
7/4/2024 13:47,167,-0.1,
7/4/2024 13:48,663,1,0.51
7/4/2024 13:49,670,1,0.51
7/4/2024 13:49,655,1,0.5
7/4/2024 13:50,660,1,0.49
7/4/2024 13:54,702,1,0.48
7/4/2024 13:59,961,1.1,0.48
7/4/2024 14:05,481,1.2,0.48
7/4/2024 14:10,433,1.2,0.49
7/4/2024 14:16,460,1.2,0.45
7/4/2024 14:21,440,1.3,0.46
7/4/2024 14:27,439,1.3,0.43
7/4/2024 14:32,437,1.4,0.44
7/4/2024 14:37,431,1.4,0.43
7/4/2024 14:38,714,1.4,0.64
7/4/2024 14:42,757,1.4,0.68
7/4/2024 14:44,666,1.5,0.67
7/4/2024 14:45,656,1.5,0.53
7/4/2024 14:47,636,1.5,0.44
7/4/2024 14:52,780,1.6,0.45
7/4/2024 14:57,758,1.6,0.45
7/4/2024 15:02,1023,1.7,0.66
7/4/2024 15:08,489,1.7,0.63
7/4/2024 15:13,455,1.8,0.43
7/4/2024 15:14,619,1.8,0.54
7/4/2024 15:19,43,1.8,0.43
7/4/2024 15:20,46,1.8,0.49
7/4/2024 15:24,46,1.8,0.48
7/4/2024 15:28,431,1.8,0.44
7/4/2024 15:29,584,1.8,0.45
7/4/2024 15:30,605,1.8,0.44
7/4/2024 15:35,1143,1.9,0.5
7/4/2024 15:40,646,2,0.44
7/4/2024 15:45,1016,2,0.44
7/4/2024 15:50,867,2.1,0.45
7/4/2024 15:55,904,2.2,0.42
7/4/2024 16:00,892,2.2,0.44
7/4/2024 16:05,759,2.3,0.45
7/4/2024 16:10,1017,2.4,0.45
7/4/2024 16:16,936,2.4,0.41
7/4/2024 16:22,1168,2.5,0.47
7/4/2024 16:27,522,2.5,0.51
7/4/2024 16:32,1180,2.6,0.49
7/4/2024 16:38,1202,2.7,0.5
7/4/2024 16:43,498,2.8,0.51
7/4/2024 16:48,471,2.8,0.49
7/4/2024 16:53,883,2.9,0.47
7/4/2024 16:58,960,3,0.47
7/4/2024 17:03,840,3,0.48
7/4/2024 17:08,895,3.1,0.48
7/4/2024 17:13,822,3.2,0.49
7/4/2024 17:14,886,3.2,0.46
7/4/2024 17:19,840,3.2,0.5
7/4/2024 17:25,800,3.3,0.51
7/4/2024 17:30,797,3.4,0.5
7/4/2024 17:31,798,3.4,0.51
7/4/2024 17:36,751,3.4,0.45
7/4/2024 17:39,706,3.5,0.5
7/4/2024 17:41,627,3.5,0.49
7/4/2024 17:46,674,3.5,0.47
7/4/2024 17:51,640,3.6,0.48
7/4/2024 17:56,520,3.6,0.48
7/4/2024 18:01,455,3.7,0.47
7/4/2024 18:08,380,-0.1,
7/4/2024 18:13,351,3.7,0.47
7/4/2024 18:16,331,3.8,0.47
7/4/2024 18:18,306,3.8,0.47
7/4/2024 18:20,293,3.8,0.47
7/4/2024 18:24,281,3.8,0.48
7/4/2024 18:26,256,3.8,0.47
7/4/2024 18:29,219,3.8,0.47
7/4/2024 18:33,139,3.8,0.46
7/4/2024 18:35,194,3.8,0.47
7/4/2024 18:37,-1,3.8,
7/4/2024 18:39,193,-0.1,
7/4/2024 18:41,142,3.8,0.48
7/4/2024 18:44,141,3.8,0.5
7/4/2024 18:46,167,3.8,
7/4/2024 18:48,161,3.9,0.49
7/4/2024 18:50,154,3.9,0.47
7/4/2024 18:52,146,3.9,0.47
7/4/2024 18:54,142,3.9,0.48
7/4/2024 18:55,140,3.9,0.49
7/4/2024 18:58,140,3.9,0.49
7/4/2024 19:04,140,3.9,0.42
7/4/2024 19:09,140,3.9,0.39
7/4/2024 19:14,140,3.9,0.45
7/4/2024 19:19,140,3.9,0.46
7/4/2024 19:25,140,3.9,0.37
7/4/2024 19:31,140,3.9,0.36
7/4/2024 19:36,140,3.9,0.36
7/4/2024 19:41,140,3.9,0.37
7/4/2024 19:46,140,3.9,0.36
7/4/2024 19:48,140,3.9,0.36
7/4/2024 19:51,140,3.9,0.37
7/4/2024 19:56,140,3.9,0.68
7/4/2024 20:02,140,3.9,0.4
7/4/2024 20:07,140,3.9,0.4
7/4/2024 20:09,140,3.9,0.39
7/4/2024 20:12,140,3.9,0.38
7/4/2024 20:17,140,3.9,0.36
7/4/2024 20:23,140,3.9,0.37
7/4/2024 20:29,140,3.9,0.36
7/4/2024 20:34,140,3.9,0.36
7/4/2024 20:39,140,3.9,0.36
7/4/2024 20:44,140,3.9,0.37
7/4/2024 20:50,140,3.9,0.39
7/4/2024 20:55,140,3.9,0.39
7/4/2024 21:00,140,3.9,0.38
7/4/2024 21:05,140,3.9,0.33
7/4/2024 21:10,140,3.9,0.32
7/4/2024 21:16,140,3.9,0.48
7/4/2024 21:22,140,0,0.33
7/4/2024 21:27,140,0,0.33
7/4/2024 21:33,140,0,0.29
7/4/2024 21:38,140,0,0.3
7/4/2024 21:43,140,0,0.3
7/4/2024 21:48,140,0,0.31
7/4/2024 21:53,140,0,0.31
7/4/2024 21:58,140,0,0.3
7/4/2024 22:03,140,0,0.3
7/4/2024 22:09,140,0,0.29
7/4/2024 22:14,140,0,0.29
7/4/2024 22:20,140,0,0.29
7/4/2024 22:25,140,0,0.29
7/4/2024 22:30,140,0,0.29
7/4/2024 22:35,140,0,0.29
7/4/2024 22:40,140,0,0.28
7/4/2024 22:46,140,0,0.29
7/4/2024 22:51,140,0,0.27
7/4/2024 22:56,140,0,0.3
7/4/2024 23:01,140,0,0.3
7/4/2024 23:06,140,0,0.3
7/4/2024 23:12,140,0,0.29
7/4/2024 23:17,140,0,0.28
7/4/2024 23:23,140,0,0.28
7/4/2024 23:28,140,0,0.28
7/4/2024 23:33,140,0,0.29
7/4/2024 23:39,140,0,0.27
7/4/2024 23:44,140,0,0.27
7/4/2024 23:49,140,0,0.27
7/4/2024 23:54,140,0,0.28
7/5/2024 0:00,140,0,0.28
7/5/2024 0:05,140,0,0.29
7/5/2024 0:10,140,0,0.28
7/5/2024 0:15,140,0,0.27
7/5/2024 0:21,140,0,0.26
7/5/2024 0:27,140,0,0.26
7/5/2024 0:32,140,0,0.25
7/5/2024 0:37,140,0,0.25
7/5/2024 0:43,140,0,0.26
7/5/2024 0:48,140,0,0.26
7/5/2024 0:53,140,0,0.25
7/5/2024 0:58,140,0,0.26
7/5/2024 1:04,140,0,0.25
7/5/2024 1:09,140,0,0.25
7/5/2024 1:15,140,0,0.24
7/5/2024 1:20,140,0,0.24
7/5/2024 1:26,140,0,0.24
7/5/2024 1:31,140,0,0.26
7/5/2024 1:37,140,0,0.26
7/5/2024 1:42,140,0,0.26
7/5/2024 1:47,140,0,0.26
7/5/2024 1:52,140,0,0.25
7/5/2024 1:57,140,0,0.25
7/5/2024 2:02,140,0,0.25
7/5/2024 2:07,140,0,0.25
7/5/2024 2:13,140,0,0.25
7/5/2024 2:18,140,0,0.25
7/5/2024 2:24,140,0,0.25
7/5/2024 2:29,140,0,0.25
7/5/2024 2:35,140,0,0.25
7/5/2024 2:40,140,0,0.25
7/5/2024 2:45,140,0,0.25
7/5/2024 2:50,140,0,0.23
7/5/2024 2:55,140,0,0.23
7/5/2024 3:00,140,0,0.23
7/5/2024 3:06,140,0,0.23
7/5/2024 3:11,140,0,0.22
7/5/2024 3:17,140,0,0.22
7/5/2024 3:22,140,0,0.22
7/5/2024 3:28,140,0,0.23
7/5/2024 3:33,140,0,0.23
7/5/2024 3:38,140,0,0.22
7/5/2024 3:44,140,0,0.22
7/5/2024 3:49,140,0,0.22
7/5/2024 3:54,140,0,0.23
7/5/2024 3:59,140,0,0.23
7/5/2024 4:04,140,0,0.22
7/5/2024 4:10,140,0,0.23
7/5/2024 4:15,140,0,0.24
7/5/2024 4:20,140,0,0.24
7/5/2024 4:26,140,0,0.24
7/5/2024 4:32,140,0,0.25
7/5/2024 4:37,140,0,0.24
7/5/2024 4:42,140,0,0.24
7/5/2024 4:47,140,0,0.25
7/5/2024 4:52,140,0,0.25
7/5/2024 4:58,140,0,0.25
7/5/2024 5:01,140,0,0.26
7/5/2024 5:02,140,0,0.26
7/5/2024 5:08,140,0,0.26
7/5/2024 5:13,140,0,0.26
7/5/2024 5:15,140,0,0.24
7/5/2024 5:21,140,0,0.24
7/5/2024 5:25,140,0,0.23
7/5/2024 5:30,140,0,0.25
7/5/2024 5:35,140,0,0.24
7/5/2024 5:40,140,0,0.22
7/5/2024 5:45,140,0,0.23
7/5/2024 5:51,140,0,0.22
7/5/2024 5:56,140,0,0.22
7/5/2024 6:01,140,0,0.22
7/5/2024 6:06,140,0,0.22
7/5/2024 6:11,140,0,0.22
7/5/2024 6:17,142,-0.1,
7/5/2024 6:18,124,0,0.23
7/5/2024 6:20,155,0,0.23
7/5/2024 6:23,168,0,0.23
7/5/2024 6:27,178,0,
7/5/2024 6:29,187,0,
7/5/2024 6:32,193,0,0.43
7/5/2024 6:37,205,-0.1,
7/5/2024 6:39,207,0,0.23
7/5/2024 6:41,214,0,0.43
7/5/2024 6:43,223,0,0.23
7/5/2024 6:45,227,0,0.37
7/5/2024 6:47,228,0,0.23
7/5/2024 6:49,231,0,0.23
7/5/2024 6:54,234,0.1,0.54
7/5/2024 6:56,237,0.1,0.3
7/5/2024 6:59,-1,0.1,
7/5/2024 7:01,253,0.1,0.3
7/5/2024 7:03,260,0.1,0.32
7/5/2024 7:06,273,0.1,0.32
7/5/2024 7:09,285,0.1,0.32
7/5/2024 7:12,301,-0.1,
7/5/2024 7:18,347,0.2,0.26
7/5/2024 7:22,358,,
7/5/2024 7:24,361,0.2,0.26
7/5/2024 7:26,361,-0.1,
7/5/2024 7:32,307,0.2,0.28
7/5/2024 7:35,309,0.2,
7/5/2024 7:38,331,-0.1,
7/5/2024 7:40,362,0.3,0.26
7/5/2024 7:46,397,0.3,0.27
7/5/2024 7:51,412,0.3,0.28
7/5/2024 7:56,419,0.4,0.29
7/5/2024 8:01,419,0.4,0.28
7/5/2024 8:06,422,0.4,0.28
7/5/2024 8:11,425,0.5,0.31
7/5/2024 8:17,427,0.5,0.34
7/5/2024 8:22,423,0.5,0.34
7/5/2024 8:28,425,0.6,0.35
7/5/2024 8:34,427,0.6,0.35
7/5/2024 8:39,422,0.6,0.29
7/5/2024 8:44,430,0.7,0.31
7/5/2024 8:50,433,-0.1,
7/5/2024 8:55,425,-0.1,
7/5/2024 8:59,423,0.8,0.3
7/5/2024 9:04,404,0.8,0.31
7/5/2024 9:10,440,0.8,0.3
7/5/2024 9:15,457,-0.1,
7/5/2024 9:20,478,0.9,0.51
7/5/2024 9:27,534,0.9,
7/5/2024 9:32,506,1,0.41
7/5/2024 9:37,415,1,0.57
7/5/2024 9:42,421,1.1,0.56
7/5/2024 9:48,418,1.1,0.43
7/5/2024 9:52,477,1.1,0.43
7/5/2024 9:58,439,1.2,0.58
7/5/2024 10:03,443,-0.1,
7/5/2024 10:08,428,-0.1,
7/5/2024 10:14,427,-0.1,
7/5/2024 10:20,419,-0.1,
7/5/2024 10:25,428,1.4,0.45
7/5/2024 10:30,416,1.4,0.45
7/5/2024 10:35,433,1.4,0.34
7/5/2024 10:40,476,-0.1,
7/5/2024 10:45,445,-0.1,
7/5/2024 10:50,424,1.5,0.38
7/5/2024 10:55,470,1.6,0.38
7/5/2024 11:00,409,1.6,0.38
7/5/2024 11:06,392,-0.1,
7/5/2024 11:11,409,-0.1,
7/5/2024 11:16,411,1.7,0.38
7/5/2024 11:22,421,1.7,0.38
7/5/2024 11:24,604,1.7,0.39
7/5/2024 11:24,588,1.7,0.36
7/5/2024 11:25,564,1.8,0.4
7/5/2024 11:26,551,1.8,0.37
7/5/2024 11:26,530,1.8,0.56
7/5/2024 11:26,530,1.8,0.56
7/5/2024 11:27,513,1.8,0.38
7/5/2024 11:32,602,1.8,0.38
7/5/2024 11:38,659,1.9,0.38
7/5/2024 11:43,465,1.9,0.37
7/5/2024 11:49,296,-0.1,0
7/5/2024 11:53,329,-0.1,0.37
7/5/2024 11:55,352,-0.1,0.37
7/5/2024 11:57,354,2,0.38
7/5/2024 12:00,331,2,
7/5/2024 12:04,307,-0.1,
7/5/2024 12:06,290,-0.1,0.34
7/5/2024 12:10,246,2,0.34
7/5/2024 12:12,228,2.1,0.34
7/5/2024 12:15,-1,2.1,0
7/5/2024 12:16,205,2.1,0.4
7/5/2024 12:18,201,2.1,0.4
7/5/2024 12:20,208,-0.1,
7/5/2024 12:22,219,-0.1,
7/5/2024 12:25,212,2.1,0.4
7/5/2024 12:28,195,2.1,0.4
7/5/2024 12:31,130,-0.1,
7/5/2024 12:34,224,2.1,0.4
7/5/2024 12:37,244,2.1,0.4
7/5/2024 12:39,269,2.1,0.4
7/5/2024 12:41,278,,
7/5/2024 12:43,283,,
7/5/2024 12:46,305,,
7/5/2024 12:48,341,2.2,0.4
7/5/2024 12:53,380,2.2,0.43
7/5/2024 12:58,391,-0.1,
7/5/2024 13:04,415,-0.1,
7/5/2024 13:08,453,2.3,0.43
7/5/2024 13:13,488,2.3,0.45
7/5/2024 13:19,543,2.4,0.45
